venue_name,identifier,maximumAttendeeCapacity
The Backyard Bar Stage and Grill,jambase:3496593,1300
The Grand Stafford Theater,jambase:67509,
Rudder Auditorium,jambase:416883,2500
Waco Hippodrome Theatre,jambase:379676,800
Schoepf’s BBQ,jambase:67726,
Johnny’s BBQ,jambase:674921,
Reed Arena,jambase:565767,
The Tap,jambase:365352,
Camp Tahuaya BSA,jambase:11160541,
Touchdown Alley at McLane Stadium,jambase:11150638,
Antone’s,jambase:347060,400
The Parish,jambase:62269,425
The Mohawk,jambase:66336,200
Moody Center,jambase:7395164,15000
ACL Live at The Moody Theater,jambase:69416,2570
Paramount Theatre,jambase:62276,1270
Emo’s Austin,jambase:63429,1700
3TEN Austin City Limits Live,jambase:2248842,350
Come and Take It Live,jambase:3306434,500
The Concourse Project,jambase:7640680,3000
Empire Control Room & Garage,jambase:69867,1000
Stubb’s Waller Creek Amphitheater,jambase:62302,2200
Scoot Inn,jambase:63686,1050
Spider House Cafe & Ballroom,jambase:65381,400
Radio Coffee & Beer,jambase:2324879,100
Moody Amphitheater,jambase:7546547,5000
The Far Out Lounge and Stage,jambase:7947612,3000
Empire Garage,jambase:7854410,1050
Superstition,jambase:9550804,1500
Hotel Vegas,jambase:68427,175
Kingdom,jambase:70567,600
Empire Control Room,jambase:7854407,350
The 04 Center,jambase:4729687,370
Germania Insurance Amphitheater,jambase:69033,14000
Continental Club,jambase:64683,200
Summit Rooftop Lounge,jambase:2253356,600
The Cut,jambase:10614335,150
Radio/East,jambase:11044468,800
Cheatham Street Warehouse,jambase:62629,300
Stateside at The Paramount,jambase:390248,305
Michael & Susan Dell Hall,jambase:417146,2400
Rockbox Theater,jambase:328115,392
Bass Concert Hall,jambase:72795,2900
H-E-B Center at Cedar Park,jambase:68850,8000
Buck’s Backyard,jambase:3298746,1000
The Marc,jambase:193271,1000
Round Rock Amphitheater,jambase:417057,6000
Saxon Pub,jambase:62668,150
Circuit Of The Americas,jambase:393427,
Haute Spot,jambase:5901570,2000
The 13th floor,jambase:9656715,200
Sofar Sounds East Austin,jambase:9198590,
San Gabriel Park,jambase:9411616,
Sofar Sounds Central East Austin,jambase:9198801,
Duetts Texas Club,jambase:11069363,250
Stubb’s Indoors,jambase:72344,1800
Long Center for the Performing Arts,jambase:66920,2442
Zilker Park,jambase:63090,
Vulcan Gas Company,jambase:71034,
Luckenbach,jambase:5112849,800
Central Presbyterian Church,jambase:346167,450
Meanwhile Brewing,jambase:7912369,
Red River Cultural District,jambase:5843926,
Sagebrush,jambase:9826321,299
Sofar Sounds St. Elmo,jambase:9198752,
Sofar Sounds Downtown,jambase:9198580,
The Railhouse,jambase:8108920,2000
The Coliseum,jambase:3452954,
Batfest,jambase:324580,
Sofar Sounds East 5th,jambase:9416231,
The Meridian,jambase:9220954,
Sofar Sounds East Cesar Chavez,jambase:9198819,
Chess Club,jambase:8899532,100
State Theater,jambase:5788248,
Reveille Peak Ranch,jambase:4783433,
Austin Convention Center,jambase:368127,
Coupland Dance Hall,jambase:325936,
Sofar Sounds South Lamar,jambase:11152422,
Regal Rooms,jambase:11049857,
Sofar Sounds MLK,jambase:10987837,
Milton Theatre,jambase:328637,434
Wicomico Civic Center,jambase:64487,5130
Ocean City Inlet,jambase:71192,
Rehoboth Beach Convention Center,jambase:65681,
Vinyl Music Hall,jambase:67312,850
Saenger Theatre,jambase:73283,1921
Saenger Theatre,jambase:64032,1641
Soul Kitchen,jambase:73220,1100
Club LA,jambase:193096,600
The Amphitheater at The Wharf,jambase:65185,10250
Handlebar,jambase:62792,300
Callaghan’s Irish Social Club,jambase:73817,
Downtown Music Hall,jambase:8259764,
Mobile Civic Center,jambase:360599,10112
The Brickyard,jambase:70407,
Paradise Bar & Grill,jambase:568029,
Pensacola Bay Center,jambase:346795,9450
The Merry Widow,jambase:674677,300
Mattie Kelly Arts Center,jambase:324568,1650
Halstead Amphitheater,jambase:9008587,
OSO at Bear Point,jambase:8441013,
The Grounds,jambase:7925314,
Mattie Kelly Cultural Arts Village,jambase:5552128,
Marcus Pointe Baptist Church,jambase:374625,
Undertow,jambase:366636,
Gulf Shores Public Beach,jambase:325578,
Greenfield Lake Amphitheater,jambase:67289,1200
Wilson Center,jambase:2658101,600
Live Oak Bank Pavilion,jambase:66005,7200
The Eagle’s Dare,jambase:10521708,
The Palm Room,jambase:63390,200
Reggies 42nd Street Tavern,jambase:72362,
Bourgie Nights,jambase:69990,150
Brooklyn Arts Center,jambase:386070,
Live At Ted’s,jambase:69539,
Fermental,jambase:3886748,
Flytrap Brewing,jambase:2052032,
Bowstring Burgers and Brewyard,jambase:10593828,300
Capitol Theatre,jambase:366101,1500
Vibrant Arena at The MARK,jambase:9299868,12000
Adler Theatre,jambase:63026,2400
Rhythm City Casino Resort,jambase:3930391,2200
The Rust Belt,jambase:5218875,4000
Rozz-Tox,jambase:70931,100
Redstone Room,jambase:69086,300
Codfish Hollow Barnstormers,jambase:73539,550
Raccoon Motel,jambase:3090551,175
Clinton Riverfront,jambase:9379046,
The Rhythm Section Amphitheater,jambase:7569690,
Muscatine County Fair,jambase:66306,
Mississippi Valley Fair,jambase:65489,
Harvester Performance Center,jambase:73003,460
5 Points Music Sanctuary,jambase:3128137,250
Berglund Center,jambase:1538976,10600
Salem Civic Center,jambase:62403,6820
Jefferson Center,jambase:63349,925
Moss Arts Center,jambase:5915118,1260
Academy Center of the Arts,jambase:2289813,835
The Spot on Kirk,jambase:2248831,130
Shaftman Performance Hall,jambase:364487,1000
The Millwald,jambase:10228775,
Dr. Pepper Park,jambase:2918681,8000
Lyric Theatre,jambase:418406,
Pop’s Farm,jambase:395413,
Elmwood Park,jambase:63111,
Floyd Country Store,jambase:62916,
Vines Center,jambase:418564,
Carrington Pavillion,jambase:418581,
Sidewinders Steakhouse,jambase:340239,
FestivalPark,jambase:9409197,
Snowshoe Mountain Ski Resort,jambase:67077,
The Milk Parlor,jambase:5985465,300
The Grandin Theatre,jambase:418375,
Liberty University,jambase:345392,
Garrett Farms,jambase:11410927,
Alberta Bair Theatre,jambase:65033,1500
Pub Station Ballroom,jambase:71666,1000
First Interstate Arena,jambase:63697,12000
The Pub Station Taproom,jambase:7767371,500
Shane Lalani Center for the Arts,jambase:11341210,
The Depot,jambase:65086,1200
Kilby Court,jambase:62618,200
The Complex,jambase:67415,850
The Egyptian Theatre,jambase:193737,266
Abravanel Hall,jambase:63005,2768
The State Room,jambase:66390,299
Urban Lounge,jambase:62605,200
USANA Amphitheatre,jambase:73384,20000
The Commonwealth Room,jambase:4204564,600
Union Event Center,jambase:3980465,3500
Delta Center,jambase:65346,18300
Soundwell,jambase:4172612,600
Sky Lounge,jambase:569749,1000
Marquis Park City,jambase:11391103,
Metro Music Hall,jambase:2658105,600
Maverik Center,jambase:62406,12600
Tuacahn Amphitheater,jambase:328762,2200
The Great Saltair,jambase:63252,4600
George S. and Dolores Dore Eccles Theater,jambase:2701565,2468
The Grand at The Complex,jambase:339923,850
Sandy Amphitheater,jambase:66538,2750
The Noorda at Utah Valley University,jambase:369987,900
Rice Eccles Stadium,jambase:381914,51447
Deer Valley Resort Snow Park Outdoor Amphitheater,jambase:63277,5000
Rockwell At the Complex,jambase:389075,2500
Peppermill Concert Hall,jambase:73993,1000
Gracie’s,jambase:68779,
The Beehive,jambase:6257370,250
Granary Live,jambase:9950140,
Delta Hall at The Eccles Theater,jambase:7871907,2500
Red Butte Garden Amphitheatre,jambase:65543,3000
Kingsbury Hall,jambase:336388,
Thirsty Squirrel @ Solitude,jambase:565794,
Snowbird Ski Resort,jambase:67363,
Utah State Fair Park,jambase:66580,2400
Covey Center for the Arts,jambase:66994,
Pioneer Park,jambase:66607,
Rose Wagner Performing Arts Center,jambase:6056928,
Deseret Peak Complex,jambase:393284,
The DLC,jambase:8305303,
McGill Pool Park,jambase:8179568,
Cougar Ridge Resort,jambase:7731557,
Lighthouse Lounge,jambase:674932,
Fort Buenaventura State Park,jambase:417471,
Rio Tinto Stadium,jambase:417386,
801 Event Center,jambase:3972533,
The Outer Rim,jambase:373013,
Eccles Fine Arts Center,jambase:10907078,
SCERA Center for the Arts,jambase:10906282,
Lost on Main,jambase:66002,300
Cascade Theatre,jambase:68219,997
Gold Country Casino,jambase:399101,
The Tackle Box Bar and Grill,jambase:386041,90
Redding Civic Auditorium,jambase:70498,2200
Sierra Nevada Big Room,jambase:5984918,350
Laxson Auditorium,jambase:63180,
Sierra Nevada Brewing Co.,jambase:63123,400
Chico Women’s Club,jambase:65045,180
Senator Theatre,jambase:192477,550
Grey Eagle,jambase:62369,550
The Orange Peel,jambase:64377,1050
Eulogy,jambase:10929981,
Salvage Station,jambase:2567262,2500
Peace Center,jambase:62085,2100
Asheville Music Hall,jambase:69072,360
Bon Secours Wellness Arena,jambase:62866,19000
ExploreAsheville.com Arena,jambase:1490422,7200
Harrah’s Cherokee,jambase:73733,3000
Radio Room,jambase:68683,250
Blind Horse Saloon,jambase:326745,2000
Static Age Records,jambase:373330,65
The One Stop at Asheville Music Hall,jambase:68965,360
Spartanburg Memorial Auditorium,jambase:71194,3244
Different Wrld,jambase:9245791,250
Oskar Blues Brewery,jambase:73503,
Pulp,jambase:326572,75
Wortham Center for the Performing Arts,jambase:62815,500
Salvage Station (Outdoor Stage),jambase:6296145,2500
Rabbit Rabbit,jambase:6528340,4000
Walhalla Performing Arts Center,jambase:415661,450
The Basement,jambase:10938009,
CCNB Amphitheatre at Heritage Park,jambase:373817,15000
One World Brewing West,jambase:5263901,
Grey Eagle Patio,jambase:7920265,550
Brooks Center,jambase:415632,979
Highland Brewing Company,jambase:67929,450
Smoky Mountain Center for the Performing Arts,jambase:66941,1503
The Purple Onion,jambase:67882,
Sierra Nevada Brewing Co.,jambase:3424197,800
Silverados,jambase:7502841,
Tryon International Equestrian Center,jambase:6550867,12000
The Masonic Temple,jambase:390805,400
Winfield Farm,jambase:7442472,
Happy Holiday Campground,jambase:412122,
The Foundry At Judson Mill,jambase:9567048,1000
Highlander Mountain House,jambase:7993992,
High Gravity Room at Sierra Nevada,jambase:6160821,
Anderson Sports and Entertainment Center,jambase:5998685,
The Skunk Farm,jambase:385480,
Chattooga River Resort & Campground,jambase:328468,
Uptown Market,jambase:11467402,
Cactus Theater,jambase:64700,400
DeVitt Jones Theater at The Buddy Holly Hall,jambase:7640378,2297
Cook’s Garage,jambase:5902037,
United Supermarkets Arena,jambase:341896,15000
Jake’s Backroom & Sports Cafe,jambase:64812,450
The Blue Light,jambase:63528,
The Buddy Holly Hall of Performing Arts and Sciences,jambase:7640421,
Memorial Civic Center,jambase:417245,
The Garden,jambase:417263,
Crickets Theater at The Buddy Holly Hall,jambase:8015291,
Lonestar Amphitheater,jambase:65345,
Texas Tech University,jambase:417259,
Mississippi Studios,jambase:63804,300
Arlene Schnitzer Concert Hall,jambase:62109,2776
Revolution Hall,jambase:72519,850
Wonder Ballroom,jambase:64448,778
Polaris Hall,jambase:3380032,200
The Crystal Ballroom,jambase:62948,1500
Hawthorne Theatre,jambase:65335,500
Aladdin Theater,jambase:63882,620
The Get Down,jambase:8639540,450
Moda Center,jambase:62371,19980
45 East,jambase:357107,400
Show Bar,jambase:5839579,1000
Doug Fir Lounge,jambase:64571,299
Dante’s,jambase:63168,500
Star Theater,jambase:66659,500
RV Inn Style Resorts Amphitheater,jambase:69459,18000
Holocene,jambase:63779,325
Ponderosa Lounge,jambase:68653,548
The Old Church,jambase:68542,275
Mission Theater,jambase:340869,300
Alberta Rose Theatre,jambase:67855,300
Jack London Revue,jambase:3274331,220
The North Warehouse,jambase:2675647,1200
Elsinore Theatre,jambase:64185,1290
Bossanova Ballroom,jambase:64631,650
Roseland Theater,jambase:62155,1400
Patricia Reser Center for the Arts,jambase:8698892,550
"Sofar Sounds Portland, OR",jambase:9610880,
The Showdown,jambase:11003320,
McMenamins Edgefield,jambase:70547,225
Keller Auditorium,jambase:63800,2992
McMenamins White Eagle Hotel and Saloon,jambase:71729,200
Newmark Theatre,jambase:64912,870
Sofar Sounds Buckman,jambase:9198539,
The Goodfoot,jambase:62863,275
Tom McCall Waterfront Park,jambase:68701,
Tomorrow’s Verse Taproom,jambase:7906414,
Veterans Memorial Coliseum at the Rose Quarter,jambase:63651,12000
Ilani Cowlitz Ballroom,jambase:4179431,2500
Trout Lake Hall,jambase:9753070,275
Jade Room @ 45 East,jambase:8596352,
Smith Auditorium at Willamette University,jambase:11145367,
Providence Park,jambase:10670013,
Hawthorne Theatre Lounge,jambase:338833,550
McMenamins Al’s Den,jambase:68360,
Fremont Theater,jambase:2743388,
Starday Tavern,jambase:72415,
Oregon Jamboree,jambase:413633,
Pioneer Courthouse Square,jambase:63762,3000
First Congregational UCC Portland,jambase:5886782,
Alberta Abbey,jambase:9640940,
People’s Church of Salem,jambase:8108172,
The Ruins at Springhouse Cellar,jambase:73025,
The Annex,jambase:392561,
Liberty Theater,jambase:332115,
The Den Portland,jambase:11236930,
McAllen Performing Arts Center,jambase:2840949,1800
Bert Ogden Arena,jambase:3972527,7688
Clayton’s Beach Bar,jambase:392212,
McAllen Convention Center,jambase:382272,
Livingway Family Church,jambase:11402418,
Mesa Theater,jambase:64672,850
Avalon Theatre,jambase:400092,1090
Amphitheater at Las Colonias Park,jambase:5689409,4000
Warehouse25sixty-five Kitchen + Bar,jambase:5899531,
Barons,jambase:2061168,99
Riverbend Park,jambase:69492,
Jam Ranch,jambase:72676,
Two Rivers Convention Center,jambase:340046,2000
Talbott’s Cider Company,jambase:11410218,
Funky Biscuit,jambase:69218,400
Sunrise Theatre,jambase:330998,1200
Dreyfoos Hall at Kravis Center,jambase:370736,2195
iTHINK Financial Amphitheatre,jambase:63389,20000
Terra Fermata Tiki Bar,jambase:70896,300
The Studio at Mizner Park,jambase:9430879,300
Abacoa Town Center Amphitheatre,jambase:333817,2400
Lyric Theatre,jambase:64391,500
Mizner Park Amphitheatre,jambase:63394,4200
Sunset Cove Amphitheater,jambase:66712,6000
Raymond F. Kravis Center for the Performing Arts,jambase:64814,
Respectable Street Cafe,jambase:63310,300
Guanabana’s Island Restaurant,jambase:382784,
MidFlorida Credit Union Event Center,jambase:7298692,
Martin County Fairgrounds,jambase:394595,
The Banyan Live,jambase:11205160,
Propaganda,jambase:66627,120
Crazy Uncle Mike’s,jambase:5729492,200
Old School Square,jambase:575531,
Downtown West Palm Beach,jambase:575541,
The Kilted Mermaid,jambase:69172,
Morningside Church,jambase:381217,
Tin Roof – Delray Beach,jambase:6496813,
Rinker Playhouse @ The Kravis Center,jambase:395946,
Pareidolia Brewing Co.,jambase:9796527,
Palm Beach Kennel Club,jambase:9510509,
Okeechobee Agri Civic Center,jambase:8152118,
The Flagler Museum,jambase:575543,
Kaye Performing Arts Auditorium,jambase:574255,
Carlin Park,jambase:369821,
Northwood Art and Music Warehouse,jambase:11428032,
Bourbon Theatre,jambase:66485,637
Pinnacle Bank Arena,jambase:70657,15500
Pinewood Bowl Amphitheater,jambase:69522,
Lied Center,jambase:63079,2173
Buffalo County Fairgrounds,jambase:569849,
Zoo Bar,jambase:62195,125
Rococo Theatre,jambase:336580,1
The Otherside,jambase:6198539,79
Temple Building at Lied Center For Performing Arts,jambase:6055944,
Nebraska State Fair,jambase:569834,
Lincoln Berean Church,jambase:376182,2500
The Carolina Opry,jambase:5693856,2200
House of Blues,jambase:62307,2850
Alabama Theater,jambase:64289,2000
Givens Performing Arts Center,jambase:324147,1600
Florence Civic Center,jambase:66810,10000
Francis Marion University Performing Arts Center,jambase:4377846,335
Carolina Civic Center Historic Theater,jambase:5917454,
Carolina Country Music Festival,jambase:5952747,
The Boathouse,jambase:65744,
Francis Marion University,jambase:66168,
Convention Center of Myrtle Beach,jambase:64304,
Palmetto Pointe Church,jambase:8957101,
Coastal Carolina University,jambase:381563,
The Siren,jambase:2915899,375
Lobero Theatre,jambase:62928,604
SLO Brew Rock,jambase:73235,600
Fremont Theatre,jambase:326460,900
Granada Theatre,jambase:66091,1000
EOS Lounge,jambase:193367,500
SOHO Restaurant and Music Club,jambase:62220,300
Vina Robles Amphitheatre,jambase:66445,3300
Clark Center for the Performing Arts,jambase:361236,617
Santa Barbara Bowl,jambase:62591,4562
Arlington Theatre,jambase:335094,2018
Performing Arts Center San Luis Obispo – Harold Miossi Hall,jambase:10959575,1286
Chumash Casino Resort,jambase:66043,1430
Campbell Hall,jambase:63325,860
BarrelHouse Brewing Co.,jambase:4670480,
Live Oak Campground,jambase:69413,
Solvang Theaterfest,jambase:9927418,
Dairy Creek Golf Course,jambase:9915620,
El Chorro Regional Park,jambase:73102,
Spanos Theater,jambase:323769,498
Wine Boss Paso Robles,jambase:11387128,
The Siren at El Chorro,jambase:10444209,
The Purple Fiddle,jambase:2843682,250
Five River Campground,jambase:73858,
The Foundry,jambase:9471402,800
The Golden Pony,jambase:71374,175
Natural Chimneys Park,jambase:63886,
Wayne Theatre,jambase:2063356,
Wilson Hall,jambase:11402079,
White Oak Music Hall (Upstairs),jambase:2866752,200
House of Blues,jambase:66954,1800
The Bronze Peacock at House of Blues,jambase:66785,200
